sig_date,code,name,tag,regime,layers,in_top5,in_wide,buy_date,buy,g20,g60,g120,maxgain,peak_off,peak_date,dd_off,maxdd,post_peak_dd,r10,end_ret,dip_first
2024-07-17,000858,五粮液,酒,OSCILLATION,"all,nb",False,False,2024-07-18,119.139,3.28,40.89,40.89,40.89,52,2024-10-08,44,-19.9,-30.86,-2.67,-0.71,True
2024-07-17,002050,三花智控,电池/家电,OSCILLATION,all,True,False,2024-07-18,18.031,5.1,42.87,54.07,54.07,77,2024-11-12,29,-17.3,-24.73,-2.0,40.6,True
2024-07-17,002179,中航光电,军工,OSCILLATION,"all,ss",False,False,2024-07-18,34.641,11.72,34.35,34.35,34.35,52,2024-10-08,28,-6.58,-25.87,8.6,3.7,True
2024-07-17,002230,科大讯飞,计算机/机器人,OSCILLATION,"all,nb",True,False,2024-07-18,38.29,4.41,30.43,47.82,47.82,97,2024-12-10,30,-15.23,-23.09,3.21,17.34,True
2024-07-17,002555,三七互娱,游戏/传媒,OSCILLATION,"all,nb",False,False,2024-07-18,10.533,13.96,68.81,68.81,68.81,52,2024-10-08,6,-5.79,-30.66,5.32,20.57,True
2024-07-17,002594,比亚迪,电池/汽车,OSCILLATION,all,True,False,2024-07-18,83.251,4.89,33.33,33.33,33.33,52,2024-10-08,16,-12.53,-22.77,-3.1,4.48,True
2024-07-17,300059,东方财富,证券/创业板,OSCILLATION,all,False,True,2024-07-18,10.31,8.92,179.73,199.13,199.13,75,2024-11-08,6,-3.78,-30.93,6.5,113.0,True
2024-07-17,300124,汇川技术,机器人,OSCILLATION,all,False,False,2024-07-18,48.031,4.91,54.13,54.13,54.13,52,2024-10-08,26,-20.34,-27.75,-4.77,19.59,True
2024-07-17,300274,阳光电源,光伏/创业板,OSCILLATION,all,False,True,2024-07-18,66.405,8.99,75.43,75.43,75.43,52,2024-10-08,26,-5.32,-42.41,-0.41,3.87,True
2024-07-17,300502,新易盛,通信/人工智能,OSCILLATION,"all,nb",True,True,2024-07-18,54.158,1.25,49.18,49.18,49.18,53,2024-10-09,35,-24.23,-32.85,-7.75,2.16,True
2024-07-17,300750,宁德时代,电池/沪深300,OSCILLATION,"all,nb",False,True,2024-07-18,164.928,8.6,73.67,73.67,73.67,52,2024-10-08,18,-8.0,-25.1,3.83,40.57,True
2024-07-17,300760,迈瑞医疗,医疗/医药,OSCILLATION,all,True,False,2024-07-18,269.0,2.51,27.79,27.79,27.79,52,2024-10-08,31,-20.89,-34.9,-8.84,-16.26,True
2024-07-17,600030,中信证券,证券,OSCILLATION,"all,nb",False,False,2024-07-18,17.165,8.04,84.5,105.48,105.48,75,2024-11-08,1,-1.28,-28.61,5.48,48.73,True
2024-07-17,600089,特变电工,光伏,OSCILLATION,"all,nb",False,False,2024-07-18,12.51,4.88,23.82,23.82,23.82,52,2024-10-08,39,-11.19,-27.57,3.36,-9.35,True
2024-07-17,600111,北方稀土,有色金属,OSCILLATION,"all,nb",False,False,2024-07-18,16.835,4.69,33.8,64.45,64.45,74,2024-11-07,43,-6.12,-27.45,2.85,25.6,True
2024-07-17,600276,恒瑞医药,创新药/医药,OSCILLATION,"all,nb",True,False,2024-07-18,41.4,5.22,38.0,38.0,38.0,52,2024-10-08,9,-5.27,-26.48,0.99,2.44,True
2024-07-17,600487,亨通光电,通信,OSCILLATION,all,False,False,2024-07-18,14.478,10.02,25.0,30.87,30.87,77,2024-11-12,29,-19.34,-23.22,3.94,1.38,True
2024-07-17,600519,贵州茅台,酒/上证50,OSCILLATION,all,False,True,2024-07-18,1396.037,2.18,29.4,29.4,29.4,52,2024-10-08,44,-18.17,-25.69,-5.6,-2.27,True
2024-07-17,600549,厦门钨业,电池/有色金属,OSCILLATION,all,True,False,2024-07-18,16.106,0.93,36.63,39.55,39.55,77,2024-11-12,6,-7.64,-22.47,-0.68,12.98,True
2024-07-17,600905,三峡能源,光伏,OSCILLATION,"all,nb",False,False,2024-07-18,4.344,9.67,20.21,20.21,20.21,52,2024-10-08,43,-10.17,-23.36,7.6,-7.18,True
2024-07-17,601012,隆基绿能,光伏,OSCILLATION,all,False,False,2024-07-18,13.95,6.67,38.49,51.76,51.76,77,2024-11-12,29,-8.96,-32.5,3.94,4.87,True
2024-07-17,601898,中煤能源,煤炭,OSCILLATION,all,False,False,2024-07-18,10.473,13.27,43.78,43.78,43.78,52,2024-10-08,10,-3.63,-29.74,0.57,1.49,True
2024-07-17,603019,中科曙光,计算机/人工智能,OSCILLATION,"all,nb",False,False,2024-07-18,40.59,10.35,40.48,119.78,119.78,77,2024-11-12,37,-17.84,-33.35,6.38,48.24,True
2024-07-17,603259,药明康德,创新药/医疗,OSCILLATION,all,True,False,2024-07-18,35.331,13.33,57.74,61.99,61.99,77,2024-11-12,39,-6.34,-21.75,9.74,39.82,True
2024-07-17,603986,兆易创新,半导体/芯片,OSCILLATION,all,True,True,2024-07-18,93.22,3.2,7.33,33.23,33.23,118,2025-01-09,43,-32.38,-7.46,-8.94,25.25,True
2024-07-17,688008,澜起科技,半导体/芯片,OSCILLATION,"all,nb",True,True,2024-07-18,61.479,3.58,40.08,40.08,40.08,53,2024-10-09,47,-23.99,-30.06,-4.64,0.75,True
2024-07-17,688041,海光信息,半导体/芯片,OSCILLATION,"all,nb",True,True,2024-07-18,74.941,7.94,97.88,114.58,114.58,108,2024-12-25,16,-6.46,-17.34,5.54,90.8,True
2024-07-24,000568,泸州老窖,酒,OSCILLATION,all,False,False,2024-07-25,115.995,1.53,31.85,31.85,31.85,47,2024-10-08,39,-24.83,-34.46,-5.05,-7.36,True
2024-07-24,000657,中钨高新,有色金属,OSCILLATION,"all,ss",False,False,2024-07-25,7.82,7.16,32.86,46.04,46.04,74,2024-11-14,34,-11.64,-28.98,-0.38,16.88,True
2024-07-24,000858,五粮液,酒,OSCILLATION,"all,nb",False,False,2024-07-25,114.199,4.29,46.99,46.99,46.99,47,2024-10-08,39,-16.44,-30.86,1.66,8.06,True
2024-07-24,002179,中航光电,军工,OSCILLATION,"all,ss",False,False,2024-07-25,36.841,5.05,26.33,26.33,26.33,47,2024-10-08,23,-12.16,-25.87,2.5,-1.95,True
2024-07-24,002230,科大讯飞,计算机/机器人,OSCILLATION,"all,nb",True,False,2024-07-25,38.0,4.42,31.42,48.95,48.95,92,2024-12-10,25,-14.58,-23.09,-4.58,25.29,True
2024-07-24,002371,北方华创,半导体/芯片,OSCILLATION,"all,nb",True,False,2024-07-25,242.905,6.75,33.54,48.8,48.8,72,2024-11-12,42,-15.82,-24.28,-3.34,17.86,True
2024-07-24,002555,三七互娱,游戏/传媒,OSCILLATION,"all,nb",False,False,2024-07-25,10.003,19.99,77.76,77.76,77.76,47,2024-10-08,1,-0.8,-30.66,17.29,31.56,True
2024-07-24,002594,比亚迪,电池/汽车,OSCILLATION,all,True,False,2024-07-25,80.608,3.17,37.7,37.7,37.7,47,2024-10-08,11,-9.67,-22.77,-7.41,15.53,True
2024-07-24,300059,东方财富,证券/创业板,OSCILLATION,all,False,True,2024-07-25,9.95,12.86,189.85,209.95,209.95,70,2024-11-08,1,-0.3,-30.93,5.73,134.67,True
2024-07-24,300124,汇川技术,机器人,OSCILLATION,all,False,False,2024-07-25,45.911,0.76,61.25,61.25,61.25,47,2024-10-08,21,-16.66,-27.75,-2.27,28.49,True
2024-07-24,300274,阳光电源,光伏/创业板,OSCILLATION,all,False,True,2024-07-25,67.705,3.44,72.06,72.06,72.06,47,2024-10-08,21,-7.13,-42.41,0.87,10.29,True
2024-07-24,300308,中际旭创,通信/人工智能,OSCILLATION,"all,nb",True,True,2024-07-25,124.8,7.01,47.38,47.38,47.38,47,2024-10-08,33,-23.19,-41.89,-10.72,-6.04,True
2024-07-24,300394,天孚通信,通信/创业板,OSCILLATION,"all,ss,nb",False,False,2024-07-25,45.332,15.73,54.89,66.23,66.23,70,2024-11-08,30,-25.75,-44.65,-8.14,25.26,True
2024-07-24,300502,新易盛,通信/人工智能,OSCILLATION,"all,nb",True,True,2024-07-25,49.592,7.87,62.91,62.91,62.91,48,2024-10-09,30,-17.25,-34.1,-7.59,29.42,True
2024-07-24,300750,宁德时代,电池/沪深300,OSCILLATION,"all,nb",False,True,2024-07-25,171.048,4.2,67.45,67.45,67.45,47,2024-10-08,13,-11.3,-25.1,-7.28,46.42,True
2024-07-24,300760,迈瑞医疗,医疗/医药,OSCILLATION,all,True,False,2024-07-25,258.3,0.31,33.09,33.09,33.09,47,2024-10-08,26,-17.61,-34.9,-2.75,-10.87,True
2024-07-24,600030,中信证券,证券,OSCILLATION,"all,nb",False,False,2024-07-25,17.145,7.47,84.72,105.72,105.72,70,2024-11-08,21,-1.17,-28.61,0.76,54.1,True
2024-07-24,600089,特变电工,光伏,OSCILLATION,"all,nb",False,False,2024-07-25,12.49,4.56,24.02,24.02,24.02,47,2024-10-08,34,-11.05,-27.57,3.04,-8.09,True
2024-07-24,600111,北方稀土,有色金属,OSCILLATION,"all,nb",False,False,2024-07-25,16.755,4.83,34.44,65.23,65.23,69,2024-11-07,38,-5.67,-27.45,1.73,26.74,True
2024-07-24,600276,恒瑞医药,创新药/医药,OSCILLATION,"all,nb",True,False,2024-07-25,40.82,6.71,39.96,39.96,39.96,47,2024-10-08,4,-3.92,-26.48,2.28,8.08,True
2024-07-24,600487,亨通光电,通信,OSCILLATION,all,False,False,2024-07-25,14.938,6.63,21.15,26.84,26.84,72,2024-11-12,24,-21.82,-23.22,-6.83,0.07,True
2024-07-24,600519,贵州茅台,酒/上证50,OSCILLATION,all,False,True,2024-07-25,1336.557,2.17,35.16,35.16,35.16,47,2024-10-08,39,-14.53,-25.69,-1.83,4.39,True
2024-07-24,600549,厦门钨业,电池/有色金属,OSCILLATION,all,True,False,2024-07-25,14.946,8.76,47.24,50.38,50.38,72,2024-11-12,1,-0.47,-22.47,4.28,25.09,True
2024-07-24,600905,三峡能源,光伏,OSCILLATION,"all,nb",False,False,2024-07-25,4.524,5.31,15.43,15.43,15.43,47,2024-10-08,38,-13.75,-23.36,0.88,-9.33,True
2024-07-24,601012,隆基绿能,光伏,OSCILLATION,all,False,False,2024-07-25,13.55,9.82,51.0,56.24,56.24,72,2024-11-12,24,-6.27,-32.5,5.02,11.73,True
2024-07-24,601138,工业富联,通信,OSCILLATION,all,False,False,2024-07-25,21.3,6.01,25.26,25.26,25.26,48,2024-10-09,33,-22.63,-33.36,-14.55,-10.09,True
2024-07-24,601211,国泰海通,证券,OSCILLATION,all,False,False,2024-07-25,12.94,5.56,64.61,64.61,64.61,53,2024-11-08,1,-0.31,-23.8,1.85,33.38,True
2024-07-24,601898,中煤能源,煤炭,OSCILLATION,all,False,False,2024-07-25,10.363,18.33,45.31,45.31,45.31,47,2024-10-08,5,-2.61,-29.74,5.02,3.05,True
2024-07-24,601899,紫金矿业,有色金属/上证50,OSCILLATION,all,False,False,2024-07-25,14.68,6.81,26.5,26.5,26.5,47,2024-10-08,33,-13.9,-26.23,-4.09,2.11,True
2024-07-24,603019,中科曙光,计算机/人工智能,OSCILLATION,"all,nb",False,False,2024-07-25,42.09,4.35,38.73,111.95,111.95,72,2024-11-12,32,-20.77,-33.35,-8.08,52.08,True
2024-07-24,603259,药明康德,创新药/医疗,OSCILLATION,all,True,False,2024-07-25,34.641,15.59,60.88,65.21,65.21,72,2024-11-12,34,-4.47,-21.75,12.96,50.86,True
2024-07-24,603986,兆易创新,半导体/芯片,OSCILLATION,all,True,True,2024-07-25,85.16,1.67,17.48,60.53,60.53,117,2025-01-15,38,-25.97,-9.24,-10.92,54.9,True
2024-07-24,603993,洛阳钼业,有色金属,OSCILLATION,"all,ss,nb",False,False,2024-07-25,6.701,6.86,34.47,34.47,34.47,47,2024-10-08,35,-11.34,-33.29,-2.24,-2.84,True
2024-07-24,688008,澜起科技,半导体/芯片,OSCILLATION,"all,nb",True,True,2024-07-25,57.529,3.16,49.7,49.7,49.7,48,2024-10-09,42,-18.77,-30.06,-9.8,15.26,True
2024-07-24,688012,中微公司,半导体/芯片,OSCILLATION,"all,nb",False,True,2024-07-25,96.504,12.52,50.46,78.27,78.27,72,2024-11-12,42,-20.13,-32.18,5.64,30.42,True
2024-07-24,688041,海光信息,半导体/芯片,OSCILLATION,"all,nb",True,True,2024-07-25,73.891,9.47,100.69,117.63,117.63,103,2024-12-25,11,-5.13,-19.96,-3.6,80.66,True
2024-07-31,000858,五粮液,酒,BEARISH,"all,nb",False,False,2024-08-01,115.969,2.7,44.74,44.74,44.74,42,2024-10-08,34,-17.71,-30.86,-2.19,2.51,True
2024-07-31,002050,三花智控,电池/家电,BEARISH,all,True,False,2024-08-01,17.681,1.13,45.7,77.65,77.65,119,2025-01-24,19,-15.67,-5.6,-13.69,69.23,True
2024-07-31,002230,科大讯飞,计算机/机器人,BEARISH,"all,nb",True,False,2024-08-01,39.53,0.38,26.33,43.18,43.18,87,2024-12-10,20,-17.89,-23.09,-12.8,27.7,True
2024-07-31,002371,北方华创,半导体/芯片,BEARISH,"all,nb",True,False,2024-08-01,253.253,2.39,28.08,42.72,42.72,67,2024-11-12,37,-19.26,-24.28,-8.34,9.66,True
2024-07-31,002594,比亚迪,电池/汽车,BEARISH,all,True,False,2024-08-01,80.984,0.3,37.06,37.06,37.06,42,2024-10-08,6,-10.08,-22.77,-8.81,10.91,True
2024-07-31,300274,阳光电源,光伏/创业板,BEARISH,all,False,True,2024-08-01,65.835,6.03,76.95,76.95,76.95,42,2024-10-08,16,-4.5,-42.41,-0.21,5.42,True
2024-07-31,300308,中际旭创,通信/人工智能,BEARISH,"all,nb",True,True,2024-08-01,132.6,0.72,38.71,38.71,38.71,42,2024-10-08,28,-27.71,-41.89,-14.12,-14.84,True
2024-07-31,300394,天孚通信,通信/创业板,BEARISH,"all,ss,nb",False,False,2024-08-01,52.0,0.89,37.46,44.92,44.92,65,2024-11-08,25,-35.27,-44.65,-20.85,-3.24,True
2024-07-31,300502,新易盛,通信/人工智能,BEARISH,"all,nb",True,True,2024-08-01,52.526,1.84,53.81,53.81,53.81,43,2024-10-09,25,-21.87,-34.1,-9.52,20.37,True
2024-07-31,300750,宁德时代,电池/沪深300,BEARISH,"all,nb",False,True,2024-08-01,169.928,0.59,68.56,68.56,68.56,42,2024-10-08,8,-10.71,-25.1,-7.53,43.09,True
2024-07-31,300760,迈瑞医疗,医疗/医药,BEARISH,all,True,False,2024-08-01,246.77,3.78,39.3,39.3,39.3,42,2024-10-08,21,-13.76,-35.3,-2.69,-8.33,True
2024-07-31,600089,特变电工,光伏,BEARISH,"all,nb",False,False,2024-08-01,12.89,1.32,20.17,20.17,20.17,42,2024-10-08,29,-13.81,-27.57,-3.96,-11.95,True
2024-07-31,600111,北方稀土,有色金属,BEARISH,"all,nb",False,False,2024-08-01,17.345,1.27,35.17,59.61,59.61,64,2024-11-07,33,-8.88,-27.45,-3.81,20.41,True
2024-07-31,600150,中国船舶,军工,BEARISH,"all,nb",False,False,2024-08-01,39.985,3.33,13.38,13.38,13.38,32,2024-10-08,100,-22.01,-31.21,-3.2,-21.01,False
2024-07-31,600487,亨通光电,通信,BEARISH,all,False,False,2024-08-01,14.898,3.76,21.48,27.18,27.18,67,2024-11-12,19,-21.61,-23.22,-12.22,1.68,True
2024-07-31,600519,贵州茅台,酒/上证50,BEARISH,all,False,True,2024-08-01,1314.537,3.88,37.43,37.43,37.43,42,2024-10-08,34,-13.1,-25.69,-0.36,3.11,True
2024-07-31,600905,三峡能源,光伏,BEARISH,"all,nb",False,False,2024-08-01,4.654,1.72,12.2,12.2,12.2,42,2024-10-08,33,-16.16,-23.36,-1.98,-12.08,True
2024-07-31,601088,中国神华,煤炭,BEARISH,all,False,False,2024-08-01,35.72,6.13,21.02,21.02,21.02,42,2024-10-08,30,-11.31,-22.18,-2.41,0.03,True
2024-07-31,601898,中煤能源,煤炭,BEARISH,all,False,False,2024-08-01,10.543,22.43,42.82,42.82,42.82,42,2024-10-08,4,-3.04,-31.74,10.24,2.62,True
2024-07-31,603986,兆易创新,半导体/芯片,BEARISH,all,True,True,2024-08-01,85.21,1.61,17.42,64.19,64.19,118,2025-01-23,33,-26.02,-10.37,-9.47,48.23,True
2024-07-31,688008,澜起科技,半导体/芯片,BEARISH,"all,nb",True,True,2024-08-01,59.129,0.37,45.65,45.65,45.65,43,2024-10-09,37,-20.97,-30.06,-10.74,13.43,True
2024-08-07,000568,泸州老窖,酒,BEARISH,all,False,False,2024-08-08,109.375,5.92,39.84,39.84,39.84,37,2024-10-08,29,-20.28,-34.46,-3.07,-4.99,True
2024-08-07,000657,中钨高新,有色金属,BEARISH,"all,ss",False,False,2024-08-08,7.77,2.19,33.72,46.98,46.98,64,2024-11-14,24,-11.07,-28.98,-0.9,18.92,True
2024-08-07,000858,五粮液,酒,BEARISH,"all,nb",False,False,2024-08-08,115.579,3.05,45.23,45.23,45.23,37,2024-10-08,29,-17.43,-30.86,-3.7,2.04,True
2024-08-07,002050,三花智控,电池/家电,BEARISH,all,True,False,2024-08-08,16.471,3.7,57.01,120.45,120.45,118,2025-02-07,14,-9.47,-9.61,-3.95,101.88,True
2024-08-07,002230,科大讯飞,计算机/机器人,BEARISH,"all,nb",True,False,2024-08-08,35.91,1.23,39.79,57.62,57.62,82,2024-12-10,15,-9.61,-23.09,-5.88,49.57,True
2024-08-07,002371,北方华创,半导体/芯片,BEARISH,"all,nb",True,False,2024-08-08,232.534,3.72,48.42,55.43,55.43,62,2024-11-12,32,-12.07,-24.28,-0.97,27.29,True
2024-08-07,002555,三七互娱,游戏/传媒,BEARISH,"all,nb",False,False,2024-08-08,11.603,5.0,53.24,53.24,53.24,37,2024-10-08,13,-13.36,-30.66,-8.45,23.33,True
2024-08-07,002594,比亚迪,电池/汽车,BEARISH,all,True,False,2024-08-08,74.251,10.82,49.49,50.5,50.5,120,2025-02-11,1,-1.93,-4.26,5.93,45.84,True
2024-08-07,300059,东方财富,证券/创业板,BEARISH,all,False,True,2024-08-08,10.48,3.05,194.27,194.27,194.27,60,2024-11-08,15,-5.06,-30.93,-1.24,126.91,True
2024-08-07,300124,汇川技术,机器人,BEARISH,all,False,False,2024-08-08,44.681,1.43,65.69,65.69,65.69,37,2024-10-08,11,-14.37,-27.75,-10.72,51.21,True
2024-08-07,300274,阳光电源,光伏/创业板,BEARISH,all,False,True,2024-08-08,67.835,11.85,71.73,71.73,71.73,37,2024-10-08,11,-7.31,-43.36,-5.97,0.41,True
2024-08-07,300308,中际旭创,通信/人工智能,BEARISH,"all,nb",True,True,2024-08-08,108.1,14.04,70.15,70.15,70.15,37,2024-10-08,116,-13.12,-48.94,11.3,1.39,False
2024-08-07,300394,天孚通信,通信/创业板,BEARISH,"all,ss,nb",False,False,2024-08-08,40.469,12.34,86.21,86.21,86.21,60,2024-11-08,20,-16.83,-45.57,6.53,15.22,True
2024-08-07,300502,新易盛,通信/人工智能,BEARISH,"all,nb",True,True,2024-08-08,45.291,13.42,78.38,78.38,78.38,38,2024-10-09,20,-9.39,-36.64,11.03,28.08,True
2024-08-07,300750,宁德时代,电池/沪深300,BEARISH,"all,nb",False,True,2024-08-08,157.938,10.12,81.35,81.35,81.35,37,2024-10-08,3,-3.93,-25.1,0.63,50.66,True
2024-08-07,300760,迈瑞医疗,医疗/医药,BEARISH,all,True,False,2024-08-08,251.05,2.01,36.93,36.93,36.93,37,2024-10-08,16,-15.23,-35.3,-5.27,-1.82,True
2024-08-07,600030,中信证券,证券,BEARISH,"all,nb",False,False,2024-08-08,17.235,5.95,104.64,104.64,104.64,60,2024-11-08,11,-1.68,-28.61,-0.06,56.6,True
2024-08-07,600089,特变电工,光伏,BEARISH,"all,nb",False,False,2024-08-08,12.87,0.47,20.36,20.36,20.36,37,2024-10-08,24,-13.68,-27.57,-5.75,-9.87,True
2024-08-07,600111,北方稀土,有色金属,BEARISH,"all,nb",False,False,2024-08-08,16.985,0.06,63.0,63.0,63.0,59,2024-11-07,28,-6.95,-27.45,-1.12,35.03,True
2024-08-07,600150,中国船舶,军工,BEARISH,"all,nb",False,False,2024-08-08,38.615,1.37,17.4,17.4,17.4,27,2024-10-08,120,-21.18,-32.87,-0.73,-21.05,False
2024-08-07,600276,恒瑞医药,创新药/医药,BEARISH,"all,nb",True,False,2024-08-08,41.71,7.41,36.97,36.97,36.97,37,2024-10-08,8,-0.82,-26.48,0.48,4.99,True
2024-08-07,600487,亨通光电,通信,BEARISH,all,False,False,2024-08-08,14.008,1.71,32.77,35.27,35.27,62,2024-11-12,14,-16.63,-23.22,-9.85,11.07,True
2024-08-07,600519,贵州茅台,酒/上证50,BEARISH,all,False,True,2024-08-08,1307.537,4.44,38.16,38.16,38.16,37,2024-10-08,29,-12.63,-26.91,0.5,2.36,True
2024-08-07,600549,厦门钨业,电池/有色金属,BEARISH,all,True,False,2024-08-08,15.486,4.78,42.1,45.14,45.14,62,2024-11-12,11,-3.81,-22.47,-1.55,22.15,True
2024-08-07,600905,三峡能源,光伏,BEARISH,"all,nb",False,False,2024-08-08,4.564,2.59,14.42,14.42,14.42,37,2024-10-08,28,-14.5,-23.36,-0.26,-9.25,True
2024-08-07,601012,隆基绿能,光伏,BEARISH,all,False,False,2024-08-08,14.2,1.06,48.94,49.08,49.08,62,2024-11-12,14,-10.56,-32.5,-6.9,10.42,True
2024-08-07,601088,中国神华,煤炭,BEARISH,all,False,False,2024-08-08,34.73,9.16,24.47,24.47,24.47,37,2024-10-08,25,-8.78,-22.18,2.22,-1.3,True
2024-08-07,601138,工业富联,通信,BEARISH,all,False,False,2024-08-08,17.8,11.46,49.89,49.89,49.89,38,2024-10-09,23,-7.42,-33.36,7.58,13.2,True
2024-08-07,601211,国泰海通,证券,BEARISH,all,False,False,2024-08-08,13.15,5.93,61.98,61.98,61.98,43,2024-11-08,4,-1.52,-23.8,-0.08,31.41,True
2024-08-07,601899,紫金矿业,有色金属/上证50,BEARISH,all,False,False,2024-08-08,13.94,8.97,33.21,33.21,33.21,37,2024-10-08,23,-9.33,-26.23,6.6,14.63,True
2024-08-07,603259,药明康德,创新药/医疗,BEARISH,all,True,False,2024-08-08,38.931,1.44,43.15,47.01,47.01,62,2024-11-12,24,-15.0,-21.75,-10.17,38.04,True
2024-08-07,603986,兆易创新,半导体/芯片,BEARISH,all,True,True,2024-08-08,75.18,5.32,33.24,89.49,89.49,118,2025-02-07,28,-16.15,-8.11,-3.03,76.79,True
2024-08-07,603993,洛阳钼业,有色金属,BEARISH,"all,ss,nb",False,False,2024-08-08,6.481,10.18,39.04,39.04,39.04,37,2024-10-08,25,-8.33,-33.29,6.33,6.33,True
2024-08-07,688008,澜起科技,半导体/芯片,BEARISH,"all,nb",True,True,2024-08-08,51.629,7.17,66.8,66.8,66.8,38,2024-10-09,32,-9.49,-30.06,4.32,37.15,True
2024-08-07,688012,中微公司,半导体/芯片,BEARISH,"all,nb",False,True,2024-08-08,101.242,4.64,51.55,69.93,69.93,62,2024-11-12,32,-23.86,-32.18,-6.22,23.81,True
2024-08-07,688256,寒武纪,半导体/芯片,BEARISH,"all,nb",True,True,2024-08-08,150.201,19.83,124.23,246.86,246.86,104,2025-01-10,23,-9.57,-29.13,17.22,197.74,True
2024-08-14,000002,万科A,房地产,BEARISH,all,False,False,2024-08-15,6.77,2.36,57.9,57.9,57.9,32,2024-10-08,11,-8.71,-39.66,-8.12,11.08,True
2024-08-14,000333,美的集团,家电/沪深300,BEARISH,"all,nb",False,False,2024-08-15,53.009,11.32,43.33,43.33,43.33,32,2024-10-08,20,-1.89,-19.01,7.98,21.13,True
2024-08-14,000568,泸州老窖,酒,BEARISH,all,False,False,2024-08-15,107.805,4.01,41.87,41.87,41.87,32,2024-10-08,24,-19.12,-34.46,-6.11,0.56,True
2024-08-14,000651,格力电器,家电,BEARISH,"all,ss,nb",False,False,2024-08-15,31.738,10.0,47.27,47.27,47.27,32,2024-10-08,1,-0.66,-26.14,3.38,16.71,True
2024-08-14,000657,中钨高新,有色金属,BEARISH,"all,ss",False,False,2024-08-15,7.63,3.41,49.67,49.67,49.67,59,2024-11-14,19,-9.44,-28.98,-5.24,17.43,True
2024-08-14,000858,五粮液,酒,BEARISH,"all,nb",False,False,2024-08-15,113.119,2.63,48.39,48.39,48.39,32,2024-10-08,24,-15.64,-30.86,-8.86,7.74,True
2024-08-14,001979,招商蛇口,房地产,BEARISH,"all,ss,nb",False,False,2024-08-15,8.446,12.31,56.24,56.24,56.24,32,2024-10-08,19,-3.43,-30.62,1.54,9.47,True
2024-08-14,002001,新和成,医药,BEARISH,"all,nb",False,False,2024-08-15,18.192,3.52,28.09,28.09,28.09,44,2024-10-24,21,-7.64,-16.74,-3.19,10.33,True
2024-08-14,002008,大族激光,机器人,BEARISH,all,False,False,2024-08-15,19.458,2.26,48.05,48.05,48.05,60,2024-11-15,10,-10.18,-22.22,-8.89,35.46,True
2024-08-14,002027,分众传媒,传媒,BEARISH,"all,ss",False,False,2024-08-15,5.17,1.35,38.49,38.49,38.49,32,2024-10-08,24,-12.96,-20.25,-6.96,10.83,True
2024-08-14,002050,三花智控,电池/家电,BEARISH,all,True,False,2024-08-15,15.231,15.23,82.4,138.4,138.4,113,2025-02-07,9,-2.1,-15.48,0.85,110.24,True
2024-08-14,002179,中航光电,军工,BEARISH,"all,ss",False,False,2024-08-15,36.221,2.24,28.49,28.49,28.49,32,2024-10-08,8,-10.66,-26.77,-3.23,-4.91,True
2024-08-14,002195,岩山科技,传媒,BEARISH,all,False,False,2024-08-15,2.358,2.97,55.98,151.4,151.4,75,2024-12-06,23,-10.18,-40.82,-7.63,102.21,True
2024-08-14,002230,科大讯飞,计算机/机器人,BEARISH,"all,nb",True,False,2024-08-15,34.4,1.86,63.66,64.53,64.53,77,2024-12-10,10,-5.64,-23.09,-3.72,55.87,True
2024-08-14,002304,洋河股份,酒,BEARISH,"all,nb",False,False,2024-08-15,72.203,7.01,42.49,42.49,42.49,32,2024-10-08,23,-9.33,-30.32,-3.09,2.7,True
2024-08-14,002371,北方华创,半导体/芯片,BEARISH,"all,nb",True,False,2024-08-15,231.075,3.46,56.42,56.42,56.42,57,2024-11-12,27,-11.51,-24.28,-3.25,37.81,True
2024-08-14,002415,海康威视,计算机/人工智能,BEARISH,all,False,False,2024-08-15,24.764,2.26,33.76,33.76,33.76,32,2024-10-08,23,-9.89,-24.18,-3.88,19.95,True
2024-08-14,002422,科伦药业,创新药/医药,BEARISH,"all,nb",False,False,2024-08-15,29.348,7.8,15.3,15.3,15.3,32,2024-10-08,27,-16.97,-23.44,6.44,-10.43,True
2024-08-14,002517,恺英网络,游戏/传媒,BEARISH,"all,ss",False,False,2024-08-15,9.122,5.03,57.32,87.47,87.47,120,2025-02-18,10,-11.95,-6.78,-7.78,76.29,True
2024-08-14,002555,三七互娱,游戏/传媒,BEARISH,"all,nb",False,False,2024-08-15,10.983,11.55,61.9,61.9,61.9,32,2024-10-08,8,-8.47,-30.66,4.1,29.56,True
2024-08-14,002558,巨人网络,游戏/传媒,BEARISH,all,True,False,2024-08-15,8.513,7.05,62.66,100.95,100.95,119,2025-02-17,7,-5.17,-8.18,-0.94,85.45,True
2024-08-14,002594,比亚迪,电池/汽车,BEARISH,all,True,False,2024-08-15,73.841,15.36,50.32,61.8,61.8,120,2025-02-18,1,-0.76,-4.08,4.64,58.53,True
2024-08-14,002602,世纪华通,游戏/传媒,BEARISH,all,True,False,2024-08-15,3.05,12.13,71.15,114.43,114.43,119,2025-02-18,7,-3.61,-6.88,0.0,107.54,True
2024-08-14,002624,完美世界,游戏,BEARISH,all,False,False,2024-08-15,7.155,8.11,73.93,87.91,87.91,69,2024-11-28,10,-10.48,-35.78,-6.57,53.53,True
