code,name,period,hold_ratio,hold_ratio_change,n_funds
603082,北自科技,2026-06-30,11.9870,4.0217,27
603083,剑桥科技,2025-12-31,31.4959,3.3272,272
603083,剑桥科技,2026-03-31,19.8049,-11.6910,33
603083,剑桥科技,2026-06-30,35.1515,15.3466,621
603085,天成自控,2025-12-31,46.6020,0.4491,55
603085,天成自控,2026-03-31,45.0341,-1.5679,2
603085,天成自控,2026-06-30,44.7378,-0.2963,75
603086,先达股份,2025-12-31,0.8082,0.8038,31
603086,先达股份,2026-06-30,1.3490,,43
603087,甘李药业,2025-12-31,18.3769,4.7514,390
603087,甘李药业,2026-03-31,16.7299,-1.6470,45
603087,甘李药业,2026-06-30,20.5735,3.8436,329
603088,宁波精达,2025-12-31,41.7677,0.6162,27
603088,宁波精达,2026-03-31,38.7456,-3.0221,0
603088,宁波精达,2026-06-30,39.0381,0.2925,22
603089,正裕工业,2025-12-31,42.8291,-0.9614,25
603089,正裕工业,2026-03-31,42.3743,-0.4548,0
603089,正裕工业,2026-06-30,43.1388,0.7645,22
603090,宏盛股份,2025-12-31,6.8659,0.3326,59
603090,宏盛股份,2026-03-31,9.2466,2.3807,0
603090,宏盛股份,2026-06-30,5.6177,-3.6289,43
603091,众鑫股份,2025-12-31,35.9761,4.4462,104
603091,众鑫股份,2026-03-31,24.0654,-11.9107,8
603091,众鑫股份,2026-06-30,33.6713,9.6059,104
603092,德力佳,2025-12-31,23.6773,,2930
603092,德力佳,2026-03-31,16.7165,-6.9608,42
603092,德力佳,2026-06-30,23.6824,6.9659,467
603093,南华期货,2025-12-31,79.4914,0.0945,54
603093,南华期货,2026-03-31,78.8763,-0.6151,6
603093,南华期货,2026-06-30,79.8852,1.0089,143
603095,越剑智能,2025-12-31,35.7528,0.7080,18
603095,越剑智能,2026-03-31,36.5381,0.7853,0
603095,越剑智能,2026-06-30,36.0235,-0.5146,44
603096,新经典,2025-12-31,5.9613,3.0763,44
603096,新经典,2026-03-31,5.6398,-0.3215,4
603096,新经典,2026-06-30,6.6594,1.0196,107
603097,江苏华辰,2025-12-31,3.8396,-0.8292,17
603097,江苏华辰,2026-03-31,2.9497,-0.8899,0
603097,江苏华辰,2026-06-30,4.4665,1.5168,11
603098,森特股份,2025-12-31,40.2891,-0.2222,33
603098,森特股份,2026-03-31,39.3327,-0.9564,2
603098,森特股份,2026-06-30,40.5818,1.2491,25
603099,长白山,2025-12-31,69.6810,-0.1799,58
603099,长白山,2026-03-31,69.1324,-0.5486,2
603099,长白山,2026-06-30,67.4399,-1.6925,45
603100,川仪股份,2025-12-31,65.8482,3.8406,140
603100,川仪股份,2026-03-31,60.0514,-5.7968,9
603100,川仪股份,2026-06-30,60.0619,0.0105,102
603101,汇嘉时代,2025-12-31,6.5539,-1.3879,24
603101,汇嘉时代,2026-03-31,5.8522,-0.7017,0
603101,汇嘉时代,2026-06-30,4.4656,-1.3866,38
603102,百合股份,2025-12-31,5.5732,4.4870,77
603102,百合股份,2026-03-31,0.9331,-4.6401,2
603102,百合股份,2026-06-30,4.9738,4.0407,103
603103,横店影视,2025-12-31,90.1735,0.3260,77
603103,横店影视,2026-03-31,89.6307,-0.5428,3
603103,横店影视,2026-06-30,88.1971,-1.4336,36
603105,芯能科技,2025-12-31,19.8686,-1.2954,41
603105,芯能科技,2026-03-31,18.9506,-0.9180,0
603105,芯能科技,2026-06-30,19.9465,0.9959,33
603106,恒银科技,2025-12-31,50.0785,2.2924,28
603106,恒银科技,2026-03-31,50.1549,0.0764,2
603106,恒银科技,2026-06-30,50.4470,0.2921,21
603107,上海汽配,2025-12-31,40.5903,-2.5863,43
603107,上海汽配,2026-03-31,39.1824,-1.4079,1
603107,上海汽配,2026-06-30,39.2232,0.0408,21
603108,润达医疗,2025-12-31,25.6075,2.1785,65
603108,润达医疗,2026-03-31,22.6443,-2.9632,8
603108,润达医疗,2026-06-30,23.0836,0.4393,83
603109,神驰机电,2025-12-31,27.1536,-0.7209,34
603109,神驰机电,2026-03-31,26.9990,-0.1546,1
603109,神驰机电,2026-06-30,27.2892,0.2902,15
603110,东方材料,2025-12-31,11.7741,-1.9877,11
603110,东方材料,2026-03-31,15.5250,3.7509,1
603110,东方材料,2026-06-30,19.3586,3.8336,39
603111,康尼机电,2025-12-31,22.5094,1.0665,104
603111,康尼机电,2026-03-31,18.6535,-3.8559,1
603111,康尼机电,2026-06-30,19.1519,0.4984,59
603112,华翔股份,2025-12-31,68.0402,2.0216,111
603112,华翔股份,2026-03-31,59.7454,-8.2948,8
603112,华翔股份,2026-06-30,66.0977,6.3523,118
603113,金能科技,2025-12-31,13.4204,-0.4568,8
603113,金能科技,2026-03-31,12.9975,-0.4229,0
603113,金能科技,2026-06-30,15.0008,2.0033,22
603115,海星股份,2025-12-31,67.7939,0.8245,79
603115,海星股份,2026-03-31,70.5225,2.7286,18
603115,海星股份,2026-06-30,77.5194,6.9969,227
603116,红蜻蜓,2025-12-31,47.2275,0.2632,30
603116,红蜻蜓,2026-03-31,47.6061,0.3786,2
603116,红蜻蜓,2026-06-30,49.1506,1.5445,30
603117,万林物流,2025-12-31,19.7167,0.2340,15
603117,万林物流,2026-03-31,18.0847,-1.6320,0
603117,万林物流,2026-06-30,17.6263,-0.4584,30
603118,共进股份,2025-12-31,15.9477,13.0966,107
603118,共进股份,2026-03-31,13.4822,-2.4655,8
603118,共进股份,2026-06-30,21.3622,7.8800,97
603119,浙江荣泰,2025-12-31,43.3513,13.2662,450
603119,浙江荣泰,2026-03-31,17.7572,-25.5941,48
603119,浙江荣泰,2026-06-30,25.6128,7.8556,276
603120,肯特催化,2025-12-31,3.1321,0.1123,191
603120,肯特催化,2026-03-31,4.8074,1.6753,2
603120,肯特催化,2026-06-30,31.0219,26.2145,112
603121,华培动力,2025-12-31,44.7101,1.7220,64
603121,华培动力,2026-03-31,42.8207,-1.8894,0
603121,华培动力,2026-06-30,43.6947,0.8740,51
603122,合富中国,2025-12-31,54.3540,-1.8956,12
603122,合富中国,2026-03-31,55.4777,1.1237,0
603122,合富中国,2026-06-30,56.6326,1.1549,43
603123,翠微股份,2025-12-31,52.4413,0.9330,18
603123,翠微股份,2026-03-31,51.5522,-0.8891,1
603123,翠微股份,2026-06-30,51.8479,0.2957,14
603124,江南新材,2025-12-31,26.2706,4.0270,209
603124,江南新材,2026-03-31,46.3253,20.0547,7
603124,江南新材,2026-06-30,43.9571,-2.3682,332
603125,常青科技,2025-12-31,2.8008,0.6983,30
603125,常青科技,2026-03-31,1.9834,-0.8174,0
603125,常青科技,2026-06-30,3.0130,1.0296,96
603126,中材节能,2025-12-31,55.5671,2.7388,107
603126,中材节能,2026-03-31,58.0551,2.4880,3
603126,中材节能,2026-06-30,60.7325,2.6774,79
603127,昭衍新药,2025-12-31,20.7792,13.0671,258
603127,昭衍新药,2026-03-31,9.4246,-11.3546,55
603127,昭衍新药,2026-06-30,19.5386,10.1140,349
603128,华贸物流,2025-12-31,51.3190,1.8518,50
603128,华贸物流,2026-03-31,48.1995,-3.1195,1
603128,华贸物流,2026-06-30,48.5929,0.3934,36
603129,春风动力,2025-12-31,70.1142,6.1349,722
603129,春风动力,2026-03-31,58.8966,-11.2176,78
603129,春风动力,2026-06-30,66.5318,7.6352,596
603130,云中马,2025-12-31,14.7116,-17.4663,33
603130,云中马,2026-03-31,13.9254,-0.7862,5
603130,云中马,2026-06-30,14.7450,0.8196,41
603131,上海沪工,2025-12-31,17.9330,2.7110,15
603131,上海沪工,2026-03-31,13.0546,-4.8784,0
603131,上海沪工,2026-06-30,12.3476,-0.7070,13
603132,金徽股份,2025-12-31,89.9283,-0.8071,44
603132,金徽股份,2026-03-31,88.4721,-1.4562,0
603132,金徽股份,2026-06-30,89.1698,0.6977,126
603135,中重科技,2025-12-31,30.4316,-1.4277,27
603135,中重科技,2026-03-31,32.0015,1.5699,9
603135,中重科技,2026-06-30,11.8181,-20.1834,54
603136,天目湖,2025-12-31,30.7957,1.2698,62
603136,天目湖,2026-03-31,30.3833,-0.4124,6
603136,天目湖,2026-06-30,31.3655,0.9822,79
603137,恒尚节能,2025-12-31,7.2501,1.5991,35
603137,恒尚节能,2026-03-31,6.4924,-0.7577,1
603137,恒尚节能,2026-06-30,4.5398,-1.9526,66
603138,海量数据,2025-12-31,0.1349,,26
603138,海量数据,2026-03-31,0.6652,0.5303,2
603138,海量数据,2026-06-30,1.9271,1.2619,22
603139,康惠股份,2025-12-31,48.9720,0.0245,23
603139,康惠股份,2026-03-31,48.0058,-0.9662,0
603139,康惠股份,2026-06-30,46.1890,-1.8168,13
603150,万朗磁塑,2025-12-31,9.8901,-1.1630,36
603150,万朗磁塑,2026-03-31,9.2708,-0.6193,1
603150,万朗磁塑,2026-06-30,9.9741,0.7033,86
603151,邦基科技,2025-12-31,71.7943,34.0984,110
603151,邦基科技,2026-03-31,68.8446,-2.9497,5
603151,邦基科技,2026-06-30,69.5185,0.6739,114
603153,上海建科,2025-12-31,43.7062,-1.9396,44
603153,上海建科,2026-03-31,79.8308,36.1246,0
603153,上海建科,2026-06-30,80.0156,0.1848,21
603155,新亚强,2025-12-31,21.5296,0.7417,10
603155,新亚强,2026-03-31,50.1379,28.6083,0
603155,新亚强,2026-06-30,49.6107,-0.5272,13
603156,养元饮品,2025-12-31,22.5399,2.0099,199
603156,养元饮品,2026-03-31,18.4669,-4.0730,4
603156,养元饮品,2026-06-30,20.2893,1.8224,248
603158,腾龙股份,2025-12-31,28.9806,-1.2337,22
603158,腾龙股份,2026-03-31,29.9084,0.9278,0
603158,腾龙股份,2026-06-30,28.6148,-1.2936,54
603159,上海亚虹,2025-12-31,30.1557,0.1657,9
603159,上海亚虹,2026-03-31,31.8834,1.7277,0
603159,上海亚虹,2026-06-30,32.0069,0.1235,6
603160,汇顶科技,2025-12-31,15.3599,4.3921,304
603160,汇顶科技,2026-03-31,9.5511,-5.8088,10
603160,汇顶科技,2026-06-30,9.7991,0.2480,224
603161,科华控股,2025-12-31,6.5917,1.8091,61
603161,科华控股,2026-03-31,3.7503,-2.8414,0
603161,科华控股,2026-06-30,2.8945,-0.8558,31
603162,海通发展,2025-12-31,28.8726,9.8451,93
603162,海通发展,2026-03-31,27.5586,-1.3140,13
603162,海通发展,2026-06-30,40.3485,12.7899,275
603163,圣晖集成,2025-12-31,77.6458,43.2139,39
603163,圣晖集成,2026-03-31,79.4120,1.7662,9
603163,圣晖集成,2026-06-30,78.7634,-0.6486,54
603165,荣晟环保,2025-12-31,1.2063,0.7863,24
603165,荣晟环保,2026-03-31,0.5506,-0.6557,1
603165,荣晟环保,2026-06-30,1.5922,1.0416,34
603166,福达股份,2025-12-31,58.3486,-0.6026,106
603166,福达股份,2026-03-31,49.5160,-8.8326,2
603166,福达股份,2026-06-30,54.7931,5.2771,76
603167,渤海轮渡,2025-12-31,48.8733,-0.9858,146
603167,渤海轮渡,2026-03-31,44.8411,-4.0322,4
603167,渤海轮渡,2026-06-30,47.4777,2.6366,57
603168,莎普爱思,2025-12-31,31.2915,11.4427,39
603168,莎普爱思,2026-03-31,29.4761,-1.8154,1
603168,莎普爱思,2026-06-30,32.1509,2.6748,60
603169,兰石重装,2025-12-31,54.6666,-0.2437,30
603169,兰石重装,2026-03-31,51.0785,-3.5881,1
603169,兰石重装,2026-06-30,51.2995,0.2210,37
603170,宝立食品,2025-12-31,49.8169,2.1148,123
603170,宝立食品,2026-03-31,45.6904,-4.1265,1
603170,宝立食品,2026-06-30,48.2434,2.5530,69
603171,税友股份,2025-12-31,65.7196,3.9525,227
603171,税友股份,2026-03-31,61.0893,-4.6303,32
603171,税友股份,2026-06-30,61.0238,-0.0655,174
603172,万丰股份,2025-12-31,7.6247,-0.7337,83
603172,万丰股份,2026-03-31,3.2135,-4.4112,0
603172,万丰股份,2026-06-30,54.1954,50.9819,67
603173,福斯达,2025-12-31,14.2707,1.1821,91
603173,福斯达,2026-03-31,67.7010,53.4303,1
603173,福斯达,2026-06-30,68.4329,0.7319,62
603175,超颖电子,2025-12-31,18.0153,,2919
603175,超颖电子,2026-03-31,14.7230,-3.2923,69
603175,超颖电子,2026-06-30,22.9545,8.2315,368
603176,汇通集团,2025-12-31,4.2089,0.1449,20
603176,汇通集团,2026-03-31,4.0640,-0.1449,0
603176,汇通集团,2026-06-30,5.8752,1.8112,55
603177,德创环保,2025-12-31,65.1575,2.1685,27
603177,德创环保,2026-03-31,64.3400,-0.8175,0
603177,德创环保,2026-06-30,64.6495,0.3095,27
603178,圣龙股份,2025-12-31,57.6923,-1.5355,9
603178,圣龙股份,2026-03-31,57.6984,0.0061,0
603178,圣龙股份,2026-06-30,59.3519,1.6535,37
603179,新泉股份,2025-12-31,52.5888,8.5883,428
603179,新泉股份,2026-03-31,38.5876,-14.0012,50
603179,新泉股份,2026-06-30,39.0302,0.4426,351
603180,金牌家居,2025-12-31,44.5362,-0.9217,16
603180,金牌家居,2026-03-31,44.1794,-0.3568,1
603180,金牌家居,2026-06-30,45.9215,1.7421,42
603181,皇马科技,2025-12-31,32.1937,1.9941,80
603181,皇马科技,2026-03-31,30.6097,-1.5840,10
603181,皇马科技,2026-06-30,32.6020,1.9923,101
603182,嘉华股份,2025-12-31,6.3678,0.0983,71
603182,嘉华股份,2026-03-31,3.9877,-2.3801,12
603182,嘉华股份,2026-06-30,24.5395,20.5518,77
603183,建研院,2025-12-31,2.4733,,73
603183,建研院,2026-03-31,0.7675,-1.7058,1
603183,建研院,2026-06-30,4.6661,3.8986,83
603185,弘元绿能,2025-12-31,13.1999,-0.3473,367
603185,弘元绿能,2026-03-31,6.5859,-6.6140,6
603185,弘元绿能,2026-06-30,8.9672,2.3813,137
603186,华正新材,2025-12-31,50.0848,2.2266,94
603186,华正新材,2026-03-31,44.6567,-5.4281,13
603186,华正新材,2026-06-30,58.1122,13.4555,346
603187,海容冷链,2025-12-31,15.8937,7.7501,217
603187,海容冷链,2026-03-31,11.4213,-4.4724,14
603187,海容冷链,2026-06-30,16.6461,5.2248,152
603188,亚邦股份,2025-12-31,32.9726,2.6743,47
603188,亚邦股份,2026-03-31,30.9853,-1.9873,2
603188,亚邦股份,2026-06-30,31.9044,0.9191,43
603189,*ST网达,2025-12-31,0.9401,-0.3213,14
603189,*ST网达,2026-03-31,1.4404,0.5003,0
603189,*ST网达,2026-06-30,2.6610,1.2206,0
603190,亚通精工,2025-12-31,8.4058,2.5065,58
603190,亚通精工,2026-03-31,7.5847,-0.8211,4
603190,亚通精工,2026-06-30,7.7935,0.2088,59
603191,望变电气,2025-12-31,3.1557,1.7119,50
603191,望变电气,2026-03-31,2.9793,-0.1764,5
603191,望变电气,2026-06-30,1.1288,-1.8505,32
603192,汇得科技,2025-12-31,52.8067,0.0307,11
603192,汇得科技,2026-03-31,52.5289,-0.2778,7
603192,汇得科技,2026-06-30,53.0914,0.5625,56
603193,润本股份,2025-12-31,28.1365,1.9434,72
603193,润本股份,2026-03-31,23.3277,-4.8088,1
603193,润本股份,2026-06-30,24.2688,0.9411,56
603194,中力股份,2025-12-31,65.3486,61.4103,167
603194,中力股份,2026-03-31,56.7272,-8.6214,1
603194,中力股份,2026-06-30,63.5108,6.7836,127
603195,公牛集团,2025-12-31,60.4455,2.1515,317
603195,公牛集团,2026-03-31,59.6181,-0.8274,10
603195,公牛集团,2026-06-30,60.9704,1.3523,337
603196,璞源材料,2025-12-31,19.4705,0.0684,13
603196,璞源材料,2026-03-31,19.2543,-0.2162,0
603196,璞源材料,2026-06-30,18.9730,-0.2813,37
603197,保隆科技,2025-12-31,7.6135,-0.7571,77
603197,保隆科技,2026-03-31,4.6787,-2.9348,2
603197,保隆科技,2026-06-30,9.5752,4.8965,106
603198,迎驾贡酒,2025-12-31,86.7227,3.4199,159
603198,迎驾贡酒,2026-03-31,84.2454,-2.4773,14
603198,迎驾贡酒,2026-06-30,86.6587,2.4133,241
603199,九华旅游,2025-12-31,64.6135,11.0465,169
603199,九华旅游,2026-03-31,57.1908,-7.4227,10
603199,九华旅游,2026-06-30,60.8581,3.6673,137
603200,上海洗霸,2025-12-31,17.0258,3.7284,164
603200,上海洗霸,2026-03-31,10.5771,-6.4487,14
603200,上海洗霸,2026-06-30,10.2724,-0.3047,80
603201,常润股份,2025-12-31,52.1687,0.9617,26
603201,常润股份,2026-03-31,51.4009,-0.7678,2
603201,常润股份,2026-06-30,50.3167,-1.0842,13
603202,天有为,2025-12-31,8.8524,0.6407,209
603202,天有为,2026-03-31,11.4976,2.6452,0
603202,天有为,2026-06-30,21.0096,9.5120,118
603203,快克智能,2025-12-31,66.1023,2.9809,118
603203,快克智能,2026-03-31,62.7315,-3.3708,5
603203,快克智能,2026-06-30,60.6066,-2.1249,77
603205,健尔康,2025-12-31,3.6748,2.9438,52
603205,健尔康,2026-03-31,3.7102,0.0354,1
603205,健尔康,2026-06-30,5.9248,2.2146,53
603206,嘉环科技,2025-12-31,11.0683,-2.0375,41
603206,嘉环科技,2026-03-31,10.5384,-0.5299,1
603206,嘉环科技,2026-06-30,10.4460,-0.0924,25
603207,小方制药,2025-12-31,13.8510,0.6619,75
603207,小方制药,2026-03-31,11.4336,-2.4174,0
603207,小方制药,2026-06-30,8.4020,-3.0316,47
603208,江山欧派,2025-12-31,3.1079,1.6446,27
603208,江山欧派,2026-03-31,2.1367,-0.9712,2
603208,江山欧派,2026-06-30,6.4750,4.3383,68
603209,兴通股份,2025-12-31,14.9588,2.2431,43
603209,兴通股份,2026-03-31,14.4882,-0.4706,6
603209,兴通股份,2026-06-30,17.0706,2.5824,67
603210,泰鸿万立,2025-12-31,2.0088,0.9587,116
603210,泰鸿万立,2026-06-30,14.7037,,59
603211,晋拓股份,2025-12-31,51.5383,-0.3535,18
603211,晋拓股份,2026-03-31,50.7837,-0.7546,0
603211,晋拓股份,2026-06-30,50.4693,-0.3144,28
603212,赛伍技术,2025-12-31,42.2151,-1.8972,7
603212,赛伍技术,2026-03-31,40.1162,-2.0989,0
603212,赛伍技术,2026-06-30,40.3613,0.2451,8
603213,镇洋发展,2025-12-31,77.3537,-0.2369,17
603213,镇洋发展,2026-03-31,77.3119,-0.0418,0
603213,镇洋发展,2026-06-30,77.0387,-0.2732,14
603214,爱婴室,2025-12-31,4.8099,-0.4499,67
603214,爱婴室,2026-03-31,3.6227,-1.1872,7
603214,爱婴室,2026-06-30,7.8323,4.2096,132
603215,比依股份,2025-12-31,67.5253,-0.2486,19
603215,比依股份,2026-03-31,67.6843,0.1590,0
603215,比依股份,2026-06-30,70.1023,2.4180,12
603216,梦天家居,2025-12-31,67.1710,-0.0082,8
603216,梦天家居,2026-03-31,67.9169,0.7459,0
603216,梦天家居,2026-06-30,69.1487,1.2318,70
603217,元利科技,2025-12-31,8.5675,-0.1344,11
603217,元利科技,2026-03-31,8.1701,-0.3974,0
603217,元利科技,2026-06-30,12.3685,4.1984,67
603218,日月股份,2025-12-31,17.5397,3.1747,146
603218,日月股份,2026-03-31,15.8202,-1.7195,13
603218,日月股份,2026-06-30,16.1775,0.3573,71
603219,富佳股份,2025-12-31,45.2819,0.5676,81
603219,富佳股份,2026-03-31,43.5151,-1.7668,0
603219,富佳股份,2026-06-30,44.9758,1.4607,75
603220,中贝通信,2025-12-31,7.9695,-0.2528,57
603220,中贝通信,2026-03-31,1.4656,-6.5039,0
603220,中贝通信,2026-06-30,1.2959,-0.1697,36
603221,爱丽家居,2025-12-31,67.8666,0.1990,11
603221,爱丽家居,2026-03-31,67.5963,-0.2703,1
603221,爱丽家居,2026-06-30,68.4861,0.8898,18
603222,济民健康,2025-12-31,30.7303,1.7733,13
603222,济民健康,2026-03-31,31.1970,0.4667,0
603222,济民健康,2026-06-30,31.6920,0.4950,20
603223,恒通股份,2025-12-31,47.3808,-1.3135,41
603223,恒通股份,2026-03-31,46.4327,-0.9481,1
603223,恒通股份,2026-06-30,47.9514,1.5187,88
603225,新凤鸣,2025-12-31,46.0803,8.0353,358
603225,新凤鸣,2026-03-31,36.9857,-9.0946,46
603225,新凤鸣,2026-06-30,44.1491,7.1634,503
603226,菲林格尔,2025-12-31,72.8118,0.2600,15
603226,菲林格尔,2026-03-31,73.2076,0.3958,0
603226,菲林格尔,2026-06-30,73.1357,-0.0719,7
603227,雪峰科技,2025-12-31,54.4377,6.4268,30
603227,雪峰科技,2026-03-31,54.9032,0.4655,2
603227,雪峰科技,2026-06-30,58.8187,3.9155,43
603228,景旺电子,2025-12-31,75.0312,10.2641,557
603228,景旺电子,2026-03-31,62.2203,-12.8109,17
603228,景旺电子,2026-06-30,63.8233,1.6030,409
603229,奥翔药业,2025-12-31,7.0697,0.6743,40
603229,奥翔药业,2026-03-31,6.2244,-0.8453,0
603229,奥翔药业,2026-06-30,6.6217,0.3973,25
603230,内蒙新华,2025-12-31,75.6468,-1.0871,21
603230,内蒙新华,2026-03-31,74.4315,-1.2153,0
603230,内蒙新华,2026-06-30,74.4266,-0.0049,19
603231,索宝蛋白,2025-12-31,40.0239,2.8075,74
603231,索宝蛋白,2026-03-31,33.1526,-6.8713,2
603231,索宝蛋白,2026-06-30,32.5338,-0.6188,39
603232,格尔软件,2025-12-31,9.7830,-1.1685,36
603232,格尔软件,2026-03-31,8.9824,-0.8006,3
603232,格尔软件,2026-06-30,9.9082,0.9258,36
603233,大参林,2025-12-31,13.2115,5.2704,371
603233,大参林,2026-03-31,9.3506,-3.8609,10
603233,大参林,2026-06-30,15.6366,6.2860,409
603235,天新药业,2025-12-31,0.3178,0.0265,17
603235,天新药业,2026-03-31,6.3959,6.0781,0
603235,天新药业,2026-06-30,6.5013,0.1054,35
603236,移远通信,2025-12-31,21.8840,3.7389,358
603236,移远通信,2026-03-31,14.8584,-7.0256,27
603236,移远通信,2026-06-30,16.1587,1.3003,140
603237,五芳斋,2025-12-31,61.4964,1.6503,48
603237,五芳斋,2026-03-31,59.9099,-1.5865,2
603237,五芳斋,2026-06-30,64.4642,4.5543,60
603238,诺邦股份,2025-12-31,75.6008,2.0179,99
603238,诺邦股份,2026-03-31,72.5481,-3.0527,5
603238,诺邦股份,2026-06-30,69.6760,-2.8721,88
603239,浙江仙通,2025-12-31,30.2326,0.0581,60
603239,浙江仙通,2026-03-31,32.0355,1.8029,1
603239,浙江仙通,2026-06-30,33.6863,1.6508,49
603248,锡华科技,2025-12-31,1.4381,,2615
603248,锡华科技,2026-03-31,7.6662,6.2281,36
603248,锡华科技,2026-06-30,4.5849,-3.0813,632
603255,鼎际得,2025-12-31,38.5145,3.5996,23
603255,鼎际得,2026-03-31,32.2346,-6.2799,3
603255,鼎际得,2026-06-30,33.6257,1.3911,17
603256,宏和科技,2025-12-31,86.5234,-0.6982,141
603256,宏和科技,2026-03-31,86.8139,0.2905,38
603256,宏和科技,2026-06-30,91.4252,4.6113,587
603257,中国瑞林,2025-12-31,2.4449,1.0846,179
603257,中国瑞林,2026-03-31,4.0156,1.5707,1
603257,中国瑞林,2026-06-30,10.3567,6.3411,108
603258,电魂网络,2025-12-31,4.7951,1.6606,27
603258,电魂网络,2026-03-31,1.5107,-3.2844,1
603258,电魂网络,2026-06-30,6.9371,5.4264,36
603259,药明康德,2025-12-31,48.6701,1.1200,1555
603259,药明康德,2026-03-31,40.3749,-8.2952,677
603259,药明康德,2026-06-30,48.3700,7.9951,1944
603260,合盛硅业,2025-12-31,45.3225,-0.3323,312
603260,合盛硅业,2026-03-31,41.3630,-3.9595,10
603260,合盛硅业,2026-06-30,40.3829,-0.9801,313
603261,立航科技,2025-12-31,2.3224,-0.4254,0
603261,立航科技,2026-03-31,3.0183,0.6959,0
603261,立航科技,2026-06-30,2.3560,-0.6623,4
603262,技源集团,2025-12-31,4.2645,4.2433,2581
603262,技源集团,2026-03-31,1.2211,-3.0434,5
603262,技源集团,2026-06-30,11.0618,9.8407,191
603266,天龙股份,2025-12-31,54.4347,-1.4835,9
603266,天龙股份,2026-03-31,54.6431,0.2084,0
603266,天龙股份,2026-06-30,55.3942,0.7511,35
603267,鸿远电子,2025-12-31,10.0314,3.1547,209
603267,鸿远电子,2026-03-31,1.0928,-8.9386,1
603267,鸿远电子,2026-06-30,4.4245,3.3317,132
603268,松发股份,2025-12-31,51.1878,4.5210,98
603268,松发股份,2026-03-31,38.7879,-12.3999,55
603268,松发股份,2026-06-30,44.7106,5.9227,407
603269,海鸥股份,2025-12-31,6.2515,3.4111,18
603269,海鸥股份,2026-03-31,8.9586,2.7071,4
603269,海鸥股份,2026-06-30,12.6114,3.6528,87
603270,金帝股份,2025-12-31,15.6640,-2.4322,46
603270,金帝股份,2026-03-31,15.5324,-0.1316,2
603270,金帝股份,2026-06-30,17.5516,2.0192,51
603271,永杰新材,2025-12-31,9.7554,,126
603271,永杰新材,2026-03-31,35.7010,25.9456,2
603271,永杰新材,2026-06-30,35.9078,0.2068,99
603272,*ST联翔,2025-12-31,6.0049,1.2282,28
603272,*ST联翔,2026-03-31,4.5933,-1.4116,2
603272,*ST联翔,2026-06-30,1.4123,-3.1810,0
603273,天元智能,2025-12-31,0.3133,-2.2244,30
603273,天元智能,2026-03-31,1.9309,1.6176,0
603273,天元智能,2026-06-30,7.1489,5.2180,53
603275,众辰科技,2025-12-31,4.9908,-25.2238,51
603275,众辰科技,2026-03-31,4.8676,-0.1232,2
603275,众辰科技,2026-06-30,0.7534,-4.1142,35
603276,恒兴新材,2025-12-31,29.3174,-10.4334,45
603276,恒兴新材,2026-03-31,23.3499,-5.9675,1
603276,恒兴新材,2026-06-30,23.1465,-0.2034,44
603277,银都股份,2025-12-31,9.6024,2.3376,59
603277,银都股份,2026-03-31,7.7534,-1.8490,2
603277,银都股份,2026-06-30,6.2606,-1.4928,30
603278,大业股份,2025-12-31,3.9165,1.3724,24
603278,大业股份,2026-03-31,3.2283,-0.6882,2
603278,大业股份,2026-06-30,3.3916,0.1633,14
603279,景津装备,2025-12-31,52.5914,4.9610,217
603279,景津装备,2026-03-31,43.9414,-8.6500,26
603279,景津装备,2026-06-30,46.7645,2.8231,199
603280,南方路机,2025-12-31,5.3810,2.0814,22
603280,南方路机,2026-03-31,2.3752,-3.0058,0
603280,南方路机,2026-06-30,14.8539,12.4787,37
603281,江瀚新材,2025-12-31,10.7010,5.3147,72
603281,江瀚新材,2026-03-31,4.4822,-6.2188,13
603281,江瀚新材,2026-06-30,7.0303,2.5481,89
603282,亚光股份,2025-12-31,7.1837,6.4279,101
603282,亚光股份,2026-03-31,7.4960,0.3123,4
603282,亚光股份,2026-06-30,9.5619,2.0659,68
603283,赛腾股份,2025-12-31,3.3389,-0.5019,58
603283,赛腾股份,2026-03-31,2.1168,-1.2221,0
603283,赛腾股份,2026-06-30,5.0804,2.9636,172
603284,林平发展,2026-03-31,2.0464,,15
603284,林平发展,2026-06-30,3.1438,1.0974,2609
603285,键邦股份,2025-12-31,9.7462,2.1763,81
603285,键邦股份,2026-03-31,16.8428,7.0966,4
603285,键邦股份,2026-06-30,17.8907,1.0479,116
603286,日盈电子,2025-12-31,20.8658,10.9526,78
603286,日盈电子,2026-03-31,13.6328,-7.2330,15
603286,日盈电子,2026-06-30,8.9791,-4.6537,67
603288,海天味业,2025-12-31,64.6642,1.9230,496
603288,海天味业,2026-03-31,62.0468,-2.6174,108
603288,海天味业,2026-06-30,63.2251,1.1783,605
603289,泰瑞机器,2025-12-31,56.0451,0.8429,49
603289,泰瑞机器,2026-03-31,54.6575,-1.3876,1
603289,泰瑞机器,2026-06-30,55.8870,1.2295,45
603290,斯达半导,2025-12-31,61.5108,2.4342,176
603290,斯达半导,2026-03-31,59.9147,-1.5961,7
603290,斯达半导,2026-06-30,62.1346,2.2199,213
603291,联合水务,2025-12-31,40.2800,-4.3681,16
603291,联合水务,2026-03-31,81.8234,41.5434,1
603291,联合水务,2026-06-30,80.1129,-1.7105,32
